,ph,Turbidity,pH_Type,Turbidity_Type,Potability
1507,6.351286549,3.7070539680000003,0,1,0
1508,7.958871446,4.007902613,1,1,1
1509,6.618186567,3.7970678610000004,0,1,1
1510,6.000723336,4.176218743,0,1,0
1511,6.39292784,3.2713388589999997,0,1,0
1512,6.977267852000001,2.367041309,0,1,1
1513,6.353436844,3.8611092019999997,0,1,0
1514,6.019939995,2.747027112,0,1,0
1515,7.3301968770000006,2.884715098,1,1,1
1516,9.241338767,3.8425776039999997,1,1,0
1517,6.593174457000001,3.9316531710000002,0,1,1
1518,6.948265449,4.0956118130000005,0,1,1
1521,5.938321179,3.88950004,0,1,0
1522,8.249550509,4.284831119,1,1,1
1523,6.903816977999999,3.867843303,0,1,1
1524,7.605674821,5.554074526,1,0,1
1525,6.589290501,3.181112063,0,1,1
1526,7.511816641,2.285519929,1,1,1
1527,7.301444654,3.16007484,1,1,1
1528,6.7882915829999995,4.255948317,0,1,1
1531,6.692531669,2.942115367,0,1,1
1532,6.0281011179999995,4.080786271,0,1,0
1533,6.715940563999999,2.404729206,0,1,1
1534,7.490786676,4.354535491,1,1,1
1536,6.336588682,4.356593856,0,1,0
1537,7.381757557,3.3380217589999996,1,1,1
1538,7.256015038999999,4.534960273,1,1,1
1539,7.025821771,4.746091949,1,1,1
1540,7.606880475,4.564460392,1,1,1
1541,6.983860439,4.159566508999999,0,1,1
1542,6.347020017999999,4.526350938999999,0,1,0
1543,7.322828417,3.9819688319999997,1,1,1
1544,6.777506359,4.263180268,0,1,1
1545,8.370364965,2.746649834,1,1,1
1546,6.642755695,4.299209281,0,1,1
1547,6.217584914,4.15016691,0,1,0
1548,6.6301221560000005,3.352764606,0,1,1
1549,8.051022202999999,3.7674431260000003,1,1,1
1550,8.416086817,4.93008381,1,1,1
1552,7.933067692000001,4.534233043,1,1,1
1553,7.917608595,3.784085381,1,1,1
1554,8.942045991,4.354287641,1,1,0
1555,7.033945359,3.9317308630000003,1,1,1
1557,7.580048808,3.9596365239999995,1,1,1
1558,8.473249063999999,4.81018543,1,1,1
1559,6.816416925,4.274738214,0,1,1
1560,6.460033522000001,3.5355977789999997,0,1,0
1561,6.227826795,4.007347485,0,1,0
1564,5.632731647000001,5.114607051,0,0,0
1565,6.191241442999999,3.315070593,0,1,0
1566,7.701032797000001,3.3954826089999997,1,1,1
1568,8.832641116,3.4521497360000004,1,1,0
1569,5.646083312000001,3.938505627,0,1,0
1570,7.332103963,3.901096866,1,1,1
1571,7.896743922000001,4.889458166,1,1,1
1572,5.675294715,5.021464632,0,0,0
1573,6.0106175770000005,4.867287404,0,1,0
1574,7.986018499,3.153004728,1,1,1
1576,7.159613912,4.943842601,1,1,1
1577,7.5651980729999995,5.185000024,1,0,1
1578,6.865568515,4.916218246000001,0,1,1
1579,5.736675709,2.7417913080000003,0,1,0
1580,6.129069622,3.83763909,0,1,0
1581,5.991371082000001,4.53937115,0,1,0
1582,9.723377231,4.072063353,1,1,0
1583,7.736312841,3.7009166760000003,1,1,1
1584,6.715799479,4.999752023,0,1,1
1585,7.966762553,4.816347767,1,1,1
1586,8.242558635,3.5294272369999997,1,1,1
1587,6.539546128,4.076403287,0,1,1
1588,6.78538406,4.677920641,0,1,1
1589,7.0079745870000005,4.628974864,1,1,1
1590,7.740383939,3.01336084,1,1,1
1591,7.918087079,4.64004301,1,1,1
1592,5.772769697999999,4.154685424,0,1,0
1593,7.571684492999999,3.920287688,1,1,1
1594,8.73352533,3.1492017999999997,1,1,0
1595,6.917858355,5.544167317,0,0,1
1596,8.512780909,4.0266220939999995,1,1,0
1597,6.539115261,4.211671958999999,0,1,1
1599,8.22708313,3.619181848,1,1,1
1600,7.274198051,3.1527627939999996,1,1,1
1601,7.118980167999999,5.349210586,1,0,1
1603,5.941942536,4.302179285,0,1,0
1604,7.278910903,4.2015772469999995,1,1,1
1605,7.445189026,2.745803765,1,1,1
1606,6.442496436,2.8910188789999998,0,1,0
1608,6.919726155,4.12082788,0,1,1
1609,6.47237105,4.134575197,0,1,0
1610,8.25121778,3.495062986,1,1,1
1612,6.707108206,2.6402464130000003,0,1,1
1613,7.24019447,3.362821763,1,1,1
1614,6.528490775,4.585971676000001,0,1,1
1615,7.031839174,2.725564949,1,1,1
1616,7.494391101000001,3.579651838,1,1,1
1617,6.9574336379999995,4.89205044,0,1,1
1619,6.962324595,4.526768327,0,1,1
1620,6.509621638,3.8028196380000003,0,1,1
1621,8.069297893,3.021381555,1,1,1
1622,7.213375387999999,3.4534388760000003,1,1,1
1623,6.7908381989999995,3.438279839,0,1,1
1624,6.975209177999999,5.25648355,0,0,1
1625,7.422225264,4.486512693,1,1,1
1626,6.505065807,2.890998522,0,1,1
1627,6.6178622570000005,4.601351198,0,1,1
1628,6.769769339,3.846611901,0,1,1
1629,6.341751223999999,4.01901055,0,1,0
1630,7.058866081000001,3.9373341839999996,1,1,1
1631,7.539287395,5.427372665,1,0,1
1633,7.490807654,3.716367555,1,1,1
1634,6.037428193999999,3.594217364,0,1,0
1636,6.706695161,4.371882445,0,1,1
1639,6.758851697000001,3.639971876,0,1,1
1640,7.48678088,2.748428797,1,1,1
1641,6.904121373,4.141819203,0,1,1
1643,7.3489371420000005,4.725746456,1,1,1
1644,7.846057926,2.4879686469999998,1,1,1
1646,6.1798098,3.70432422,0,1,0
1647,6.755669308,3.959517637,0,1,1
1649,7.266598792000001,4.952733208,1,1,1
1650,8.218171066,4.246446172,1,1,1
1651,6.980061939,3.969463254,0,1,1
1652,6.381978996,3.2990472189999998,0,1,0
1653,6.64800546,3.8297835539999996,0,1,1
1654,5.899936567,3.858978815,0,1,0
1655,7.260904363,4.383823385,1,1,1
1656,5.575920647999999,4.294447559,0,1,0
1657,5.467401255,3.7178227180000003,0,1,0
1658,6.090016057000001,2.943521712,0,1,0
1659,8.205447053,3.73992167,1,1,1
1660,7.670505864,3.93382646,1,1,1
1661,6.791097166,3.0840397619999997,0,1,1
1662,6.006769481,4.034754809,0,1,0
1664,6.336342762,3.78880332,0,1,0
1665,7.473235377000001,3.87771425,1,1,1
1667,7.380104835,5.030452202,1,0,1
1668,10.067633,3.7767889969999997,1,1,0
1669,5.9159443,2.585849315,0,1,0
1671,6.124847329,4.2119676539999995,0,1,0
1673,7.876495131,3.913904717,1,1,1
1674,6.021051322999999,4.661057552,0,1,0
1677,6.58545023,4.275640248,0,1,1
1678,6.342671182999999,4.582591795,0,1,0
1679,6.632990254,4.36085117,0,1,1
1680,5.4007001379999995,3.5557375660000003,0,1,0
1681,7.460147817999999,2.413628852,1,1,1
1682,6.709822001,1.687624505,0,1,1
1683,8.054893322,3.52438043,1,1,1
1684,5.365192408,3.180798457,0,1,0
1685,6.920388987999999,3.2776013639999997,0,1,1
1686,7.025456547999999,2.927051442,1,1,1
1687,7.974248427999999,3.1959442510000002,1,1,1
1688,8.03105522,3.3388801260000003,1,1,1
1689,7.614056817000001,3.437946395,1,1,1
1690,7.643578362,3.76216286,1,1,1
1691,7.731315008999999,5.164284275,1,0,1
1692,6.268402756,3.38970529,0,1,0
1693,7.369911642000001,3.8217211669999998,1,1,1
1695,6.320375285,2.7286173519999997,0,1,0
1696,7.290088572,4.700618336000001,1,1,1
1697,6.356511062,3.415525525,0,1,0
1698,7.9740650010000005,4.0690866980000004,1,1,1
1699,4.943508444,5.0708415769999995,0,0,0
1700,7.700362305,3.7864869939999997,1,1,1
1701,6.05460718,4.88916336,0,1,0
1702,4.22142068,4.278712401,0,1,0
1703,8.545890346,5.036882987,1,0,0
1704,7.752176212999999,4.72550711,1,1,1
1705,5.588129751,3.1656184819999997,0,1,0
1706,8.649868625,3.08168124,1,1,0
1707,7.899256515,4.44817057,1,1,1
1708,5.952267968999999,4.769768271,0,1,0
1709,8.040187557000001,3.2211389689999996,1,1,1
1710,4.313219151,3.9235902019999997,0,1,0
1711,6.707016928,3.1656323910000004,0,1,1
1712,5.853560601,3.756873895,0,1,0
1713,8.817402774,3.864098419,1,1,0
1716,7.47640846,3.47819378,1,1,1
1717,7.691486297999999,4.042497483,1,1,1
1718,7.367371853,3.817215105,1,1,1
1719,8.927905926000001,5.474354698,1,0,0
1720,5.62122732,3.440753325,0,1,0
1721,6.450644925,5.241539196000001,0,0,0
1722,7.566517125,3.2751420369999997,1,1,1
1723,6.115637546,3.7236254730000002,0,1,0
1724,7.595228724,3.4976041139999996,1,1,1
1726,7.131221859,4.713192605,1,1,1
1727,7.399724708,3.79512408,1,1,1
1728,7.002479941,3.352436318,1,1,1
1729,5.3453453710000005,2.362886022,0,1,0
1730,6.1859511629999995,5.205724299999999,0,0,0
1731,6.070090952,4.699457411,0,1,0
1732,7.095569331,4.861276291999999,1,1,1
1734,3.928556492,5.060835979,0,0,0
1735,6.352973105,4.15549464,0,1,0
1736,5.999125178,5.046973116,0,0,0
1737,8.899588377999999,3.92861371,1,1,0
1738,7.37533762,5.127394949,1,0,1
1739,8.979322853,4.264944046,1,1,0
1740,8.532377474,2.3800880490000003,1,1,0
1741,7.213537481,3.4974809610000004,1,1,1
1743,8.895574457999999,4.754234802,1,1,0
1744,6.582764204,3.668879697,0,1,1
1747,5.986593892,5.051493874,0,0,0
1748,6.841221063,5.092364652,0,0,1
1750,7.146117225,4.775201718,1,1,1
1752,7.507575296000001,3.703001047,1,1,1
1753,7.997175822999999,4.817668211,1,1,1
1754,5.174345998,3.6891449919999997,0,1,0
1756,6.479092567,3.089597302,0,1,0
1757,7.811512445,4.54607021,1,1,1
1758,7.437216652999999,3.866874573,1,1,1
1759,7.953878115,2.86022397,1,1,1
1760,6.396569931,4.188249712,0,1,0
1762,8.058135997,3.13060894,1,1,1
1765,9.497261163,5.24210533,1,0,0
1766,7.984710742000001,4.567879972,1,1,1
1767,6.26111058,4.753018575,0,1,0
1768,6.957802749,4.587745469,0,1,1
1769,9.663159015,5.270217774,1,0,0
1770,6.732713713,3.885405037,0,1,1
1771,4.8860570569999995,3.0793731139999996,0,1,0
1772,9.610220345,4.961971972,1,1,0
1773,8.518531795,4.147168618,1,1,0
1774,6.950786515,3.997975215,0,1,1
1775,6.023022741,3.668088579,0,1,0
1776,9.011480407,4.270801389,1,1,0
1777,7.946767904,3.038483125,1,1,1
1778,7.709617351,4.140423757,1,1,1
1779,6.081615358,4.010036799,0,1,0
1780,8.146185793999999,5.177963625,1,0,1
1781,8.141861116,4.136950486,1,1,1
1782,7.703356821,4.732125346,1,1,1
1784,9.252856508999999,3.3005858260000003,1,1,0
1785,6.047651489,2.589867903,0,1,0
1786,6.152857802000001,4.403083393999999,0,1,0
1787,9.074922874,3.84047901,1,1,0
1788,7.4365372270000005,4.4976291680000005,1,1,1
1790,7.130099196000001,1.986191593,1,1,1
1791,6.79212545,4.042637641000001,0,1,1
1793,8.885626344,2.9933009439999996,1,1,0
1794,9.47531626,4.701538331,1,1,0
1796,7.183108734,4.006424839,1,1,1
1797,6.157443145,4.770154312,0,1,0
1798,6.467868302,2.861063943,0,1,0
1800,7.488133464,3.474034717,1,1,1
1801,7.32354512,4.898421041000001,1,1,1
1803,6.530796124,3.1816349089999996,0,1,1
1804,6.931470427000001,4.249333173999999,0,1,1
1805,7.774645242999999,3.9118167660000003,1,1,1
1806,8.107500138999999,4.647800627,1,1,1
1807,6.306864459,4.6191727689999995,0,1,0
1809,6.609680322000001,3.589146441,0,1,1
1810,6.632205879,3.44374056,0,1,1
1812,5.716755667,4.080674996,0,1,0
1813,7.74045387,3.54131667,1,1,1
1814,6.277277371,3.6193211819999997,0,1,0
1815,8.006373298,2.396505358,1,1,1
1816,6.513016586,3.7299609160000005,0,1,1
1817,6.2341976720000005,3.885492316,0,1,0
1818,7.277143967000001,4.931353522,1,1,1
1819,6.04451303,5.127778325,0,0,0
1820,6.643026537999999,3.7099886619999998,0,1,1
1821,5.15045654,4.147028947,0,1,0
1822,6.110545161,6.06455925,0,0,0
1823,7.8311177370000005,3.8079974639999996,1,1,1
1824,6.980727164,5.437618577,0,0,1
1825,8.552782416,2.940847996,1,1,0
1826,6.449379438999999,3.71542875,0,1,0
1827,7.392084037999999,3.7784584960000003,1,1,1
1828,8.360795827,3.7159514089999997,1,1,1
1829,7.619845077000001,3.779648433,1,1,1
1830,5.404510674,3.9981758860000003,0,1,0
1831,7.079303518,5.553173841,1,0,1
1833,7.161714892999999,3.9099735680000003,1,1,1
1834,6.854946859,4.938999307,0,1,1
1835,7.3095564070000005,3.707413724,1,1,1
1836,9.313465893,4.493612765,1,1,0
1839,6.187938054,3.546183202,0,1,0
1841,7.965337305,3.390982111,1,1,1
1842,9.264390909,3.1755207739999998,1,1,0
1843,7.7540443539999995,3.760298085,1,1,1
1844,9.393891652,3.048565866,1,1,0
1845,8.176079615,4.112322458,1,1,1
1846,8.337696201,3.454197457,1,1,1
1848,7.191024857,4.2706456930000005,1,1,1
1849,8.613698595,3.9492200989999997,1,1,0
1850,7.793039171,3.389270098,1,1,1
1851,3.8788793889999997,4.927711075,0,1,0
1853,3.978284627,3.751565769,0,1,0
1854,5.96406536,4.696720853,0,1,0
1855,7.53205858,3.8085699230000003,1,1,1
1856,7.233538435,3.679015068,1,1,1
1859,7.480728114,3.714874787,1,1,1
1860,4.477091714,4.32768029,0,1,0
1863,6.31407747,4.363865763,0,1,0
1865,8.822610383999999,4.415596156,1,1,0
1866,6.922652371,2.877354267,0,1,1
1868,6.904536857999999,5.058905448,0,0,1
1869,6.5480176420000005,5.930227577,0,0,1
1870,6.581082756,3.511369718,0,1,1
1871,7.864649673,3.585933522,1,1,1
1872,6.136907177,4.704585018,0,1,0
1873,6.94702854,2.6001877330000003,0,1,1
1874,6.203322507999999,3.487920051,0,1,0
1876,8.373170925,2.786329667,1,1,1
1878,5.921247069,3.74677556,0,1,0
1879,8.829806178,4.4238860419999995,1,1,0
1881,6.832217387999999,3.1454155110000004,0,1,1
1882,9.281302611000001,4.0699765889999995,1,1,0
1883,7.456250785,4.279697428,1,1,1
1884,7.088250976,3.230645436,1,1,1
1885,5.648628538,5.370004183,0,0,0
1886,4.293961235,5.105120757,0,0,0
1887,9.678050854,3.029700335,1,1,0
1888,8.662709501,5.120102528,1,0,0
1889,5.897391121,2.961602418,0,1,0
1890,9.494242648,3.18902554,1,1,0
1892,7.080193059,1.492206615,1,1,1
1893,7.55985231,4.550501006,1,1,1
1894,7.040394956,3.931916553,1,1,1
1895,8.053043682,3.301574895,1,1,1
1896,7.044375318999999,4.276699074,1,1,1
1897,6.309891576,3.603040462,0,1,0
1898,6.203572847999999,4.305549362,0,1,0
1899,6.879404957,4.70047023,0,1,1
1900,7.754884393999999,5.128390055,1,0,1
1901,7.916669699,4.275192719,1,1,1
1902,6.405392482000001,4.531920781,0,1,0
1903,7.795957801,4.25187617,1,1,1
1904,6.963979351,4.489870473,0,1,1
1905,6.967861397,4.893215273,0,1,1
1906,6.6227913560000005,5.60929081,0,0,1
1907,7.369988621,3.463852437,1,1,1
1909,6.9448683870000005,4.241135181000001,0,1,1
1910,5.284810115,3.9902426319999997,0,1,0
1911,6.851442603,4.935556543,0,1,1
1912,7.760189365,4.590527648999999,1,1,1
1913,7.280560357000001,2.919796005,1,1,1
1914,6.83425989,2.658843412,0,1,1
1915,6.728975148,4.593787133,0,1,1
1916,8.016418375,5.320015455,1,0,1
1917,6.864916739,4.4937467689999995,0,1,1
1918,5.80897552,3.599933102,0,1,0
1919,8.458796988,3.827431411,1,1,1
1920,6.987335279,3.870292782,0,1,1
1921,7.288736661000001,3.531384661,1,1,1
1922,8.116350275,2.526016236,1,1,1
1923,7.463915951000001,5.075843604,1,0,1
1924,7.512361216,3.515802547,1,1,1
1925,6.415108472000001,6.073006014,0,0,0
1926,7.059940234,2.949938823,1,1,1
1928,7.425102223,2.558772744,1,1,1
1929,6.742622398,4.96467264,0,1,1
1930,7.682923445,3.542731087,1,1,1
1931,7.041665417000001,3.0997461630000003,1,1,1
1932,7.185276449,2.9591538230000003,1,1,1
1933,6.597292362999999,4.3183054069999995,0,1,1
1934,6.9088530829999995,4.693949416000001,0,1,1
1937,6.281903928999999,4.457729915,0,1,0
1938,7.036752104,3.285371835,1,1,1
1939,7.362912867,3.249439878,1,1,1
1940,7.3690871389999995,2.715186685,1,1,1
1941,7.7081099889999996,4.896625908,1,1,1
1942,6.50411278,5.396623142,0,0,1
1943,8.185923417,3.566945145,1,1,1
1944,6.149185173999999,4.2756148739999995,0,1,0
1945,7.0804458210000005,2.664946055,1,1,1
1946,6.628427347000001,3.405278618,0,1,1
1947,4.704698462,4.109924712,0,1,0
1948,7.976900874,4.753607931,1,1,1
1949,6.809644515,3.183803572,0,1,1
1951,6.967696683,4.819637104,0,1,1
1952,6.44455517,3.5519053589999996,0,1,0
1953,6.277742483,5.255011943,0,0,0
1955,9.014356734,4.549419413,1,1,0
1956,7.78166376,4.822967485,1,1,1
1957,6.084360116,4.29811092,0,1,0
1958,7.15473588,4.629955736,1,1,1
1959,6.74881155,3.312512766,0,1,1
1960,8.128270069,4.678742166,1,1,1
1962,6.335683142000001,4.57886119,0,1,0
1963,5.940475876,3.9979696710000003,0,1,0
1964,7.6148776389999995,2.990780894,1,1,1
1965,6.718249445,4.488904316,0,1,1
1966,6.866356515,4.3461535630000006,0,1,1
1968,7.553844615,4.37456385,1,1,1
1969,7.366671988999999,3.394450273,1,1,1
1970,6.567759613,3.824428039,0,1,1
1971,6.333640046,3.982002335,0,1,0
1972,5.892413186000001,3.3118131930000003,0,1,0
1973,7.91803917,3.386109813,1,1,1
1974,6.549124998,4.421058844,0,1,1
1975,6.804796145,4.847312562,0,1,1
1977,7.17617087,4.742966749,1,1,1
1978,7.085095882999999,3.9328392930000002,1,1,1
1979,7.201702375,3.8832501980000003,1,1,1
1980,7.776044112999999,5.425945934,1,0,1
1982,7.0465485370000005,2.869226102,1,1,1
1984,7.732880077999999,3.5107280039999997,1,1,1
1985,6.266799947999999,3.652844726,0,1,0
1986,6.6302517089999995,5.181202492,0,0,1
1987,6.775631132999999,3.0175443060000005,0,1,1
1989,8.164992426,4.16249551,1,1,1
1990,7.773758137000001,4.040974482,1,1,1
1991,7.295141332,5.056104024,1,0,1
1993,7.657541727999999,4.792527452,1,1,1
1994,7.664793522999999,5.4816909339999995,1,0,1
1996,7.800421289,3.345910382,1,1,1
1997,7.264069097,3.960282114,1,1,1
1998,7.544305636,3.714096435,1,1,1
1999,7.749773783999999,4.317186298,1,1,1
2000,7.442023084,2.8946511719999997,1,1,1
2001,6.559252621000001,4.216315016,0,1,1
2002,7.035036795,4.5570288660000005,1,1,1
2003,7.880685943,3.5799838110000004,1,1,1
2004,7.498372459,4.242241798999999,1,1,1
2006,6.538207172999999,3.426266449,0,1,1
2007,6.373288071,4.538108781,0,1,0
2008,5.756475689,4.002081517,0,1,0
2009,6.918062438,3.566298462,0,1,1
2010,8.81350466,4.2424598630000006,1,1,0
2011,7.3615998320000005,3.751588622,1,1,1
2012,9.175586153,2.959684621,1,1,0
2014,6.550877193,4.824825939,0,1,1
2015,6.510855611,4.225608376,0,1,1
2016,7.347030356,4.2978807,1,1,1
2017,8.11195317,4.430750456,1,1,1
2019,5.985012451,3.7640996739999997,0,1,0
2022,6.433722352999999,3.641489972,0,1,0
2023,6.770095146,5.203461367,0,0,1
2024,7.927969553,4.847262262,1,1,1
2025,7.338826111,4.017061119,1,1,1
2026,7.078361074,3.2634647310000005,1,1,1
2027,6.751668627000001,3.7351734160000003,0,1,1
2028,7.744125219,3.612260192,1,1,1
2029,7.5603920229999995,4.257805108,1,1,1
2030,7.830607591000001,3.5515680130000002,1,1,1
2031,6.746934968,3.4855359760000004,0,1,1
2032,6.542281787,3.794055433,0,1,1
2033,8.549692514,3.0390187789999996,1,1,0
2034,7.499844502,4.663869576000001,1,1,1
2035,5.7637728070000005,3.253200107,0,1,0
2036,7.276863125,6.083772354,1,0,1
2037,7.493290816,3.74874691,1,1,1
2038,6.11602398,3.9843088289999997,0,1,0
2039,5.2268952319999995,5.13805579,0,0,0
2041,6.420640206,3.1399402739999998,0,1,0
2042,7.669012537,4.589512953,1,1,1
2043,7.128062255,4.510595264,1,1,1
2045,6.615350135,4.453443265,0,1,1
2046,6.504876222,3.7484434010000003,0,1,1
2047,7.459124172999999,3.5447515210000002,1,1,1
2049,7.096047101,4.7856373780000006,1,1,1
2050,6.989442177000001,3.85304755,0,1,1
2052,8.297725878,4.166105474,1,1,1
2053,3.84645395,3.143430669,0,1,0
2055,9.380007092,4.566253696,1,1,0
2056,8.998375023,4.516932985,1,1,0
2057,5.690387424,2.988621031,0,1,0
2058,7.301563449,2.7749609489999996,1,1,1
2059,7.031684051,4.422182857,1,1,1
2060,4.348674993,4.3609500510000005,0,1,0
2061,5.29419539,3.522454093,0,1,0
2062,7.257930995,4.266922561,1,1,1
2063,9.250491639,3.9963391789999996,1,1,0
2064,9.680474777999999,2.79584013,1,1,0
2066,6.741245821000001,3.5009705739999997,0,1,1
2067,6.81170227,3.275008408,0,1,1
2068,6.966942962,4.356931133,0,1,1
2069,7.446089059,2.9486574389999998,1,1,1
2070,6.210647606,3.21212398,0,1,0
2071,7.341547112000001,4.025643696,1,1,1
2072,7.051396426,3.1720911139999997,1,1,1
2073,6.64261391,3.8077207989999997,0,1,1
2074,10.14629048,4.4815523630000005,1,1,0
2075,14.0,3.1709938739999997,1,1,0
2076,8.4695373,4.149553298,1,1,1
2077,6.043212071,4.196726496,0,1,0
2078,5.84111884,4.237560418,0,1,0
2079,8.114665426,2.65459449,1,1,1
2080,5.585116997999999,4.148342955,0,1,0
2081,5.903993501,3.820021216,0,1,0
2082,10.28412608,2.8446327410000003,1,1,0
2083,9.57822672,3.419238762,1,1,0
2084,7.094830834,3.628459629,1,1,1
2086,9.687260027999999,3.085835467,1,1,0
2087,6.52744059,3.5671805169999997,0,1,1
2089,7.744772552000001,5.016321199,1,0,1
2090,8.28922427,4.291001305,1,1,1
2091,7.249257332999999,4.361486286,1,1,1
2092,7.744098531000001,5.1041882460000005,1,0,1
2094,6.890274539,4.100696951000001,0,1,1
2095,6.047380857,2.216729691,0,1,0
2096,11.56876797,3.7612884280000003,1,1,0
2097,10.16483856,2.937686205,1,1,0
2098,8.722311224,3.009289196,1,1,0
2099,3.717703935,3.7802587310000004,0,1,0
2100,4.894278074,3.5949908639999997,0,1,0
2101,6.071183422000001,5.0363341539999995,0,0,0
2102,9.032563451,3.626135878,1,1,0
2103,9.913703797,5.55466674,1,0,0
2105,4.2292245589999995,3.73313957,0,1,0
2106,9.135451944,3.643686803,1,1,0
2107,3.906567514,3.2047957260000004,0,1,0
2108,7.384048888,5.337987102,1,0,1
2110,8.524296363,4.343059524,1,1,0
2111,5.706130889,4.32639437,0,1,0
2112,3.71517136,2.35333814,0,1,0
2113,6.5198477839999995,3.2722860860000003,0,1,1
2114,7.910640914,3.88660269,1,1,1
2115,6.587464617,4.096841156,0,1,1
2116,4.30002934,4.586448405,0,1,0
2117,8.575939174,4.00212866,1,1,0
2118,8.884934503,4.714163453,1,1,0
2119,10.5047602,4.6813663619999994,1,1,0
2121,6.946717558,4.93498603,0,1,1
2122,8.107091815,2.769164071,1,1,1
2123,4.908899723999999,4.196429497,0,1,0
2124,5.098967068,4.333667365,0,1,0
2125,6.0930919139999995,4.5235577739999995,0,1,0
2126,10.03393346,2.901535467,1,1,0
2127,8.978997745,4.656316782,1,1,0
2128,5.514747798999999,2.798158402,0,1,0
2130,6.731278124,4.190484028999999,0,1,1
2131,7.191962029,4.102719041,1,1,1
2133,7.12771121,3.396184931,1,1,1
2134,5.632040992,3.511984837,0,1,0
2136,7.95502634,3.9559167260000003,1,1,1
2137,7.775049501,4.699482756,1,1,1
2138,5.168340328,3.841162625,0,1,0
2139,7.66752086,4.618164705,1,1,1
2140,7.2723621970000005,3.99658137,1,1,1
2141,3.691932693,3.846606955,0,1,0
2143,7.692523533999999,4.522431964,1,1,1
2144,8.157518083,4.469430538,1,1,1
2145,7.1877658460000005,3.78412078,1,1,1
2146,5.689554343999999,3.732170265,0,1,0
2147,8.758824521000001,3.5275653589999996,1,1,0
2148,9.814247469,4.3175312869999996,1,1,0
2149,9.969273221,3.643379015,1,1,0
2151,9.14912671,4.805641211,1,1,0
2153,5.840811554,5.049463526,0,0,0
2155,4.98167205,4.47514849,0,1,0
2156,5.423318496,5.224654834,0,0,0
2157,4.838571107,4.580371969,0,1,0
2158,7.904053371,3.137280422,1,1,1
2159,6.744064261,3.534125963,0,1,1
2160,8.66397482,3.689241361,1,1,0
2161,4.161111968,4.168242189,0,1,0
2162,8.515977267,2.165681681,1,1,0
2163,9.99980746,2.6599776619999997,1,1,0
2164,7.038092306,4.237697607,1,1,1
2165,2.803563057,3.489938597,0,1,0
2166,5.972599968,5.164944785,0,0,0
2167,8.180755326,3.845422805,1,1,1
2168,7.010243376,3.279006327,1,1,1
2169,8.179890443,4.295737731,1,1,1
2171,6.865125275,3.95515371,0,1,1
2172,7.950816584,4.543685406,1,1,1
2174,9.581188523,3.929177544,1,1,0
2175,7.274756855,4.271580716,1,1,1
2177,8.026773256,3.7359834760000004,1,1,1
2178,7.879543234,4.066229364,1,1,1
2179,6.44897109,3.7593262010000004,0,1,0
2180,5.1894136689999995,4.876273,0,1,0
2181,6.5380840870000005,5.143750122,0,0,1
2182,5.91580675,4.513200539,0,1,0
2183,8.136497869,4.20418585,1,1,1
2185,6.493764175,4.910911021,0,1,0
2187,6.977405632999999,5.3275845319999995,0,0,1
2188,5.489248055,3.9870120910000004,0,1,0
2189,2.5581027990000003,2.8172581169999997,0,1,0
2190,7.312109304,5.123871935,1,0,1
2191,8.55409697,3.56360986,1,1,0
2192,6.704431913,3.3953317430000003,0,1,1
2194,8.028304242,3.91599081,1,1,1
2196,8.616824426,4.584565663,1,1,0
2197,9.46712903,3.1641879939999997,1,1,0
2198,6.793698635,4.822958046,0,1,1
2201,5.486058602000001,4.557707495,0,1,0
2202,5.05074838,3.930290663,0,1,0
2203,6.246117565,4.755158013,0,1,0
2204,8.142330913,4.70486593,1,1,1
2205,6.852899085,4.594760614,0,1,1
2206,8.801933555,3.769831936,1,1,0
2208,8.383761691,3.585736635,1,1,1
2209,6.47613984,4.041580247,0,1,0
2210,9.894562129,4.61753288,1,1,0
2211,4.808039747,3.5977599689999997,0,1,0
2212,10.577930499999999,3.0516077239999997,1,1,0
2213,6.30497166,4.2213057339999995,0,1,0
2214,7.822491883,3.8353321680000003,1,1,1
2215,7.989376234,3.6487437369999998,1,1,1
2216,9.671796765,3.8951038660000004,1,1,0
2217,5.941265556,2.227370875,0,1,0
2218,5.574755848,4.371806161,0,1,0
2219,7.610509211,4.692217919,1,1,1
2220,7.102446617999999,3.065508372,1,1,1
2221,5.152739799,3.8426251710000003,0,1,0
2222,7.3014636379999995,3.9427093689999997,1,1,1
2223,6.104925814,4.131932587,0,1,0
2224,6.0013824410000005,4.036719762,0,1,0
2226,7.885678999,5.430349994,1,0,1
2228,7.679090583,3.186823455,1,1,1
2230,10.39194239,5.77171476,1,0,0
2231,6.714862377999999,4.593763682,0,1,1
2232,7.349653377,3.861684092,1,1,1
2234,7.345138417,4.297994791,1,1,1
2235,10.14708958,2.799440618,1,1,0
2236,6.380717315,4.532019663,0,1,0
2237,7.940646964,5.4318367,1,0,1
2239,7.78673469,1.96147543,1,1,1
2240,6.323040314,4.749424236,0,1,0
2242,6.645657377999999,4.170657763,0,1,1
2243,6.0145398310000004,2.686068741,0,1,0
2244,10.08677124,4.334122046,1,1,0
2245,5.16622597,4.608319394,0,1,0
2246,5.573201157000001,3.5996246610000004,0,1,0
2247,9.494558726000001,3.631107122,1,1,0
2248,9.036504348,5.661984463,1,0,0
2249,4.400509039,4.0108091230000005,0,1,0
2250,6.975392341,4.931460168,0,1,1
2251,6.68774978,5.559984937,0,0,1
